year,date,kill_no,hunter_ID,sex,weight_lbs,age_months,beam_diam_mm,antler_points,girth_in,teat_length_mm,notes
2011,2011-11-20,NA,216,M,84,19,12,NA,NA,NA,antlers shed post mortem; had 1 antler to measure beam diameter
2011,2011-11-20,NA,469,M,104,18,16,5,NA,NA,
2011,2011-11-20,NA,194,M,102,30,21,5,NA,NA,
2011,2011-11-20,NA,297,M,104,18,17,4,NA,NA,
2011,2011-11-20,NA,319,F,100,66,NA,NA,NA,16,
2011,2011-11-20,NA,488,M,114,30,24,8,NA,NA,
2011,2011-11-21,NA,12,F,98,66,NA,NA,NA,15,
2011,2011-11-21,NA,372,F,46,6,NA,NA,NA,NA,
2011,2011-11-22,NA,340,M,92,18,15,3,NA,NA,
2011,2011-11-24,NA,334,M,108,30,25,7,NA,NA,
2011,2011-11-24,NA,215,M,126,66,30,8,NA,NA,
2011,2011-11-24,NA,319,F,68,78,NA,NA,NA,18,
2011,2011-11-25,NA,348,F,58,18,NA,NA,NA,6,
2011,2011-11-25,NA,351,F,42,6,NA,NA,NA,4,
2011,2011-11-25,NA,216,F,76,42,NA,NA,NA,18,
2011,2011-11-25,NA,206,M,126,42,26,8,NA,NA,
2011,2011-11-27,NA,352,M,44,5,NA,NA,NA,NA,button buck
2011,2011-11-29,NA,228,F,84,18,NA,NA,NA,7,
2011,2011-12-01,NA,319,M,88,19,15,4,NA,NA,
2011,2011-12-01,NA,214,F,46,6,NA,NA,NA,NA,
2011,2011-12-01,NA,214,F,76,30,NA,NA,NA,15,
2011,2011-12-01,NA,42,F,66,17,NA,NA,NA,15,
2011,2011-12-01,NA,227,M,88,19,16,6,NA,NA,
2011,2011-12-02,NA,84,F,52,6,NA,NA,NA,NA,
2011,2011-12-03,NA,140,M,78,19,NA,NA,NA,NA,antlers shed
2011,2011-12-10,NA,293,F,34,5,NA,NA,NA,NA,
2011,2011-12-10,NA,293,F,76,19,NA,NA,NA,7,
2011,2011-12-10,NA,477,F,92,126,NA,NA,NA,18,
2011,2011-12-10,NA,215,F,70,18,NA,NA,NA,7,
2011,2011-12-10,NA,225,M,80,17,15,4,NA,NA,
2011,2011-12-10,NA,340,F,72,17,NA,NA,NA,7,
2011,2011-12-10,NA,319,F,40,6,NA,NA,NA,NA,
2011,2011-12-16,NA,319,M,110,54,NA,NA,NA,NA,antlers shed; late bow season
2011,2011-12-17,NA,518,F,92,54,NA,NA,NA,NA,muzzle loader
2011,2011-12-17,NA,227,F,66,30,NA,NA,NA,NA,muzzle loader
2012,2012-11-17,NA,371,M,136,42,32,10,NA,NA,
2012,2012-11-17,NA,377,M,94,19,15,3,NA,NA,
2012,2012-11-17,NA,263,M,120,30,20,5,NA,NA,
2012,2012-11-17,NA,409,F,50,6,NA,NA,NA,NA,
2012,2012-11-17,NA,257,M,112,30,24,8,NA,NA,
2012,2012-11-17,NA,262,F,82,54,NA,NA,NA,NA,
2012,2012-11-17,NA,204,M,110,42,25,8,NA,NA,
2012,2012-11-17,NA,332,M,108,30,20,4,NA,NA,
2012,2012-11-17,NA,340,F,52,6,NA,NA,NA,NA,
2012,2012-11-17,NA,4,F,86,42,NA,NA,NA,NA,
2012,2012-11-17,NA,5,M,50,6,NA,NA,NA,NA,button buck
2012,2012-11-17,NA,148,M,100,30,18,4,NA,NA,
2012,2012-11-18,NA,130,M,82,17,18,3,NA,NA,
2012,2012-11-18,NA,12,M,120,30,24,9,NA,NA,
2012,2012-11-18,NA,23,M,122,54,28,9,NA,NA,
2012,2012-11-18,NA,227,F,40,6,NA,NA,NA,NA,
2012,2012-11-20,NA,319,F,76,54,NA,NA,NA,NA,
2012,2012-11-21,NA,338,M,90,30,17,5,NA,NA,
2012,2012-11-22,NA,466,M,120,30,21,6,NA,NA,
2012,2012-11-22,NA,483,M,66,18,NA,NA,NA,NA,sublegal; antlers less than 3 inches long
2012,2012-11-23,NA,257,F,72,30,NA,NA,NA,17,
2012,2012-11-24,NA,182,M,122,30,20,3,NA,NA,
2012,2012-11-25,NA,269,M,100,30,20,6,NA,NA,
2012,2012-12-01,NA,425,F,72,78,NA,NA,NA,17,
2012,2012-12-06,NA,319,M,68,17,NA,NA,NA,NA,sublegal; antlers less than 3 inches long
2012,2012-12-08,NA,350,F,92,42,NA,NA,NA,16,
2012,2012-12-09,NA,227,F,42,6,NA,NA,NA,NA,
2012,2012-12-09,NA,319,F,92,90,NA,NA,NA,16,
2013,2013-11-16,NA,315,M,94,30,19,5,NA,NA,
2013,2013-11-16,NA,467,M,118,30,25,6,NA,NA,
2013,2013-11-16,NA,148,M,106,30,25,7,NA,NA,
2013,2013-11-16,NA,190,M,102,19,19,4,NA,NA,
2013,2013-11-16,NA,320,M,98,30,19,6,NA,NA,
2013,2013-11-16,NA,260,F,90,42,NA,NA,NA,NA,
2013,2013-11-16,NA,18,M,118,42,22,6,NA,NA,
2013,2013-11-16,NA,340,M,88,30,18,6,NA,NA,
2013,2013-11-16,NA,332,F,88,42,NA,NA,NA,NA,
2013,2013-11-16,NA,486,M,82,17,11,2,NA,NA,
2013,2013-11-17,NA,370,M,80,18,10,2,NA,NA,
2013,2013-11-17,NA,96,M,92,30,20,4,NA,NA,
2013,2013-11-17,NA,197,F,58,7,NA,NA,NA,NA,
2013,2013-11-18,NA,486,F,86,42,NA,NA,NA,16,
2013,2013-11-18,NA,254,M,130,30,26,8,NA,NA,
2013,2013-11-19,NA,508,M,50,6,NA,NA,NA,NA,button buck
2013,2013-11-21,NA,216,M,110,30,25,4,NA,NA,
2013,2013-11-21,NA,425,F,90,42,NA,NA,NA,NA,
2013,2013-11-21,NA,319,F,48,6,NA,NA,NA,NA,
2013,2013-11-22,NA,319,F,78,30,NA,NA,NA,NA,
2013,2013-11-22,NA,317,M,48,6,NA,NA,NA,NA,button buck
2013,2013-11-23,NA,172,F,78,30,NA,NA,NA,NA,
2013,2013-11-23,NA,172,F,44,5,NA,NA,NA,NA,
2013,2013-11-24,NA,425,M,78,18,NA,NA,NA,NA,sublegal; antlers less than 3 inches long
2013,2013-11-24,NA,340,F,78,66,NA,NA,NA,NA,
2013,2013-11-24,NA,319,M,138,42,29,9,NA,NA,
2013,2013-11-25,NA,409,M,90,12,NA,NA,NA,NA,sublegal; antlers less than 3 inches long
2013,2013-11-30,NA,227,M,126,42,27,5,NA,NA,
2013,2013-11-30,NA,5,M,90,17,20,4,NA,NA,
2013,2013-12-03,NA,332,M,80,18,12,NA,NA,NA,antler shed
2013,2013-12-04,NA,70,M,102,54,26,6,NA,NA,
2013,2013-12-07,NA,152,F,65,NA,NA,NA,NA,NA,
2013,2013-12-08,NA,194,M,50,6,NA,NA,NA,NA,button buck
2014,2014-11-15,NA,194,M,130,30,26,3,NA,NA,one antler shed; remaining antler had 3 points assuming full rack would be 6
2014,2014-11-15,NA,466,M,122,54,28,6,NA,NA,
2014,2014-11-15,NA,324,M,92,18,14,2,NA,NA,
2014,2014-11-15,NA,297,F,90,30,NA,NA,NA,14,
2014,2014-11-15,NA,333,M,108,30,25,4,NA,NA,one side of rack busted
2014,2014-11-15,NA,18,M,122,30,23,6,NA,NA,
2014,2014-11-15,NA,331,M,116,30,21,4,NA,NA,
2014,2014-11-15,NA,330,F,94,30,NA,NA,NA,14,
2014,2014-11-15,NA,330,M,84,18,NA,NA,NA,NA,sublegal; antlers less than 3 inches long
2014,2014-11-15,NA,332,M,102,17,NA,NA,NA,NA,sublegal; antlers less than 3 inches long
2014,2014-11-15,NA,518,M,102,30,23,4,NA,NA,
2014,2014-11-16,NA,2,M,94,17,14,2,NA,NA,
2014,2014-11-16,NA,215,F,34,6,NA,NA,NA,NA,
2014,2014-11-16,NA,319,F,98,42,NA,NA,NA,14,
2014,2014-11-16,NA,319,M,98,42,23,8,NA,NA,
2014,2014-11-22,NA,332,M,116,42,26,7,NA,NA,
2014,2014-11-23,NA,234,F,105,42,NA,NA,NA,15,
2014,2014-11-25,NA,316,F,96,30,NA,NA,NA,16,
2014,2014-11-25,NA,373,M,106,30,18,5,NA,NA,
2014,2014-11-28,NA,470,M,80,18,14,3,NA,NA,
2014,2014-11-29,NA,228,F,82,66,NA,NA,NA,12,
2014,2014-11-30,NA,340,F,52,6,NA,NA,NA,NA,
2014,2014-12-04,NA,332,F,86,42,NA,NA,NA,10,
2014,2014-12-07,NA,425,F,108,42,NA,NA,NA,16,
2014,2014-12-15,NA,319,F,92,54,NA,NA,NA,17,
2015,2015-11-21,NA,135,M,86,17,14,4,NA,NA,
2015,2015-11-21,NA,168,M,100,30,18,2,NA,NA,
2015,2015-11-21,NA,297,M,96,18,15,4,NA,NA,
2015,2015-11-21,NA,320,M,110,30,24,7,NA,NA,
2015,2015-11-21,NA,189,M,98,42,22,7,NA,NA,
2015,2015-11-21,NA,148,M,150,42,28,9,NA,NA,
2015,2015-11-21,NA,227,M,86,18,16,3,NA,NA,
2015,2015-11-22,NA,11,M,52,6,NA,NA,NA,NA,button buck
2015,2015-11-22,NA,425,M,76,19,13,2,NA,NA,
2015,2015-11-24,NA,319,M,92,42,NA,NA,NA,15,
2015,2015-11-24,NA,241,M,94,19,18,6,NA,NA,
2015,2015-11-25,NA,298,M,108,30,22,5,NA,NA,
2015,2015-11-29,NA,257,F,90,42,NA,NA,NA,NA,
2015,2015-12-06,NA,258,M,90,18,14,4,NA,NA,
2015,2015-12-08,NA,372,M,150,66,32,7,NA,NA,
2015,2015-12-12,NA,214,F,92,42,NA,NA,NA,NA,
2015,2015-12-13,NA,391,M,68,6,NA,NA,NA,NA,button buck
2015,2015-12-13,NA,258,F,90,54,NA,NA,NA,NA,
2015,2015-12-13,NA,319,F,75,19,NA,NA,NA,NA,hunter found next day and was partially eaten by scavengers
2015,,NA,518,F,86,30,NA,NA,NA,12,
2015,,NA,1,M,100,30,17,4,NA,NA,
2016,2016-11-12,NA,236,M,124,30,23,8,NA,NA,crossbow
2016,2016-11-19,NA,403,M,88,18,16,2,NA,NA,
2016,2016-11-19,NA,494,F,82,19,NA,NA,NA,NA,
2016,2016-11-19,NA,377,M,116,30,18,2,NA,NA,
2016,2016-11-19,NA,315,M,90,17,16,2,NA,NA,
2016,2016-11-19,NA,216,M,112,19,20,6,NA,NA,
2016,2016-11-19,NA,168,M,118,30,25,8,NA,NA,
2016,2016-11-19,NA,332,F,88,30,NA,NA,NA,NA,
2016,2016-11-20,NA,319,M,98,19,20,4,NA,NA,
2016,2016-11-20,NA,214,F,102,30,NA,NA,NA,NA,
2016,2016-11-21,NA,319,M,54,6,NA,NA,NA,NA,button buck
2016,2016-11-21,NA,319,F,84,30,NA,NA,NA,NA,
2016,2016-11-21,NA,7,M,126,42,30,8,NA,NA,
2016,2016-11-21,NA,317,F,90,42,NA,NA,NA,19,
2016,2016-11-22,NA,317,M,150,54,34,10,NA,NA,
2016,2016-11-22,NA,6,M,102,30,22,6,NA,NA,hunter recontacted to measure age and rack; missing on original datasheet
2016,2016-11-23,NA,394,F,88,30,NA,NA,NA,NA,
2016,2016-11-24,NA,311,F,92,30,NA,NA,NA,NA,
2016,2016-11-25,NA,227,M,98,17,18,4,NA,NA,
2016,2016-11-26,NA,257,F,96,30,NA,NA,NA,NA,hunter recontacted to measure age;  missing on original datasheet
2016,2016-11-29,NA,319,M,94,17,14,2,NA,NA,
2016,2016-12-01,NA,469,M,88,19,16,2,NA,NA,
2016,2016-12-10,NA,297,F,56,6,NA,NA,NA,NA,
2017,2017-11-18,1,377,M,114,30,28,8,NA,NA,
2017,2017-11-18,2,115,M,158,54,29,8,NA,NA,
2017,2017-11-18,3,483,F,90,42,NA,NA,NA,NA,doe with milk
2017,2017-11-22,6,194,F,114,42,NA,NA,NA,NA,seen with another deer
2017,2017-11-23,7,91,M,138,42,31,8,NA,NA,deer was alone
2017,2017-11-18,4,323,M,135,78,30,7,NA,NA,
2017,2017-11-18,5,143,M,90,17,18,4,NA,NA,
2017,2017-11-24,8,254,M,82,19,NA,NA,NA,NA,sublegal; seen with 6 point buck
2017,2017-11-24,9,149,F,90,54,NA,NA,NA,NA,
2017,2017-11-24,10,297,F,96,30,NA,NA,NA,NA,
2017,2017-11-24,11,324,F,50,6,NA,NA,NA,NA,
2017,2017-11-24,13,297,F,92,42,NA,NA,NA,NA,
2017,2017-11-24,12,390,M,100,30,20,5,NA,NA,
2017,2017-11-24,14,267,M,60,NA,NA,NA,NA,NA,button buck; alone
2017,,15,254,M,122,66,23,5,NA,NA,
2017,2017-12-10,16,311,F,115,18,NA,NA,NA,NA,
2017,2017-12-10,17,409,M,88,NA,16,4,NA,NA,
2018,2018-11-17,NA,412,M,136,42,31,8,NA,NA,
2018,2018-11-17,NA,190,M,114,19,24,4,NA,NA,
2018,2018-11-17,NA,319,M,114,30,24,8,NA,NA,
2018,2018-11-17,NA,208,F,52,6,NA,NA,NA,NA,"exact age not recorded, just listed as fawn; put in 6 months which is the average age of a fawn during hunting seaon"
2018,2018-11-18,NA,478,M,108,30,28,7,NA,NA,
2018,2018-11-19,NA,483,F,88,19,NA,NA,NA,NA,
2018,2018-11-20,NA,323,M,156,54,42,16,NA,NA,
2018,2018-11-21,NA,256,F,112,54,NA,NA,NA,14,
2018,2018-11-22,NA,466,F,84,17,NA,NA,NA,10,
2018,2018-11-23,NA,466,M,48,6,NA,NA,NA,NA,button buck
2018,2018-11-24,NA,472,F,110,30,NA,NA,NA,15,
2018,2018-11-25,NA,311,M,54,5,NA,NA,NA,NA,button buck
2018,2018-11-26,NA,194,F,92,30,NA,NA,NA,16,
2019,2019-11-16,NA,391,M,150,54,34,8,NA,NA,
2019,2019-11-16,NA,340,M,132,42,26,6,NA,NA,
2019,2019-11-16,NA,7,M,106,30,24,8,NA,NA,
2019,2019-11-16,NA,264,M,134,30,23,6,NA,NA,
2019,2019-11-16,NA,255,M,122,30,22,5,NA,NA,
2019,2019-11-16,NA,470,M,98,30,22,6,NA,NA,
2019,2019-11-16,NA,403,M,110,17,20,4,NA,NA,
2019,2019-11-16,NA,409,F,54,5,NA,NA,NA,NA,age could be 6 months; datasheet gave 5-6 months
2019,2019-11-16,NA,319,F,52,5,NA,NA,NA,NA,age could be 6 months; datasheet gave 5-6 months
2019,2019-11-17,NA,148,M,116,30,25,8,NA,NA,
2019,2019-11-17,NA,474,M,120,42,24,8,NA,NA,
2019,2019-11-17,NA,315,M,94,19,19,6,NA,NA,
2019,2019-11-17,NA,227,M,90,18,18,5,NA,NA,
2019,2019-11-17,NA,319,F,92,42,NA,NA,NA,NA,
2019,2019-11-17,NA,478,F,90,19,NA,NA,NA,NA,
2019,2019-11-18,NA,214,M,46,5,NA,NA,NA,NA,button buck
2019,2019-11-19,NA,214,F,90,17,NA,NA,NA,7,
2019,2019-11-20,NA,316,M,89,17,14,2,NA,NA,
2019,2019-11-20,NA,316,F,84,19,NA,NA,NA,9,
2019,2019-11-23,NA,395,M,108,30,26,8,NA,NA,
2019,2019-11-23,NA,297,M,114,30,20,6,NA,NA,
2019,2019-11-26,NA,258,M,95,19,15,2,NA,NA,
2019,2019-11-29,NA,311,F,52,5,NA,NA,NA,NA,
2019,2019-12-03,NA,311,F,82,19,NA,NA,NA,9,
2019,2019-12-07,NA,319,M,104,30,28,8,NA,NA,
2019,2019-12-07,NA,319,M,112,30,23,6,NA,NA,
2019,2019-12-08,NA,104,M,114,42,32,8,NA,NA,
2019,2019-12-08,NA,104,F,87,30,NA,NA,NA,NA,
2020,2020-11-21,NA,201,M,154,42,32,8,NA,NA,
2020,2020-11-21,NA,352,M,120,30,25,8,NA,NA,
2020,2020-11-22,NA,192,M,122,42,29,10,NA,NA,
2020,2020-11-22,NA,199,M,116,30,26,6,NA,NA,
2020,2020-11-22,NA,148,M,112,30,22,6,NA,NA,
2020,2020-11-22,NA,340,F,98,30,NA,NA,NA,12,
2020,2020-11-22,NA,191,M,96,30,23,8,NA,NA,
2020,2020-11-22,NA,90,M,82,19,15,2,NA,NA,
2020,2020-11-22,NA,407,F,30,6,NA,NA,NA,NA,"exact age not recorded, just listed as fawn; put in 6 months which is the average age of a fawn during hunting seaon"
2020,2020-11-23,NA,104,F,108,42,NA,NA,NA,17,
2020,2020-11-24,NA,319,M,98,19,29,6,NA,NA,
2020,2020-11-24,NA,407,F,32,6,NA,NA,NA,NA,"exact age not recorded, just listed as fawn; put in 6 months which is the average age of a fawn during hunting seaon"
2020,2020-11-28,NA,311,M,70,19,13,2,NA,NA,
2020,2020-11-29,NA,304,M,130,42,27,6,NA,NA,
2020,2020-12-04,NA,133,M,114,30,22,2,NA,NA,
2020,2020-12-05,NA,227,M,116,30,18,8,NA,NA,
2020,2020-12-05,NA,311,F,90,30,NA,NA,NA,11,
2020,2020-12-06,NA,133,F,76,30,NA,NA,NA,11,
2020,2020-12-06,NA,319,M,56,6,NA,NA,NA,NA,"exact age not recorded, just listed as fawn; put in 6 months which is the average age of a fawn during hunting seaon"
2020,2020-12-06,NA,104,M,53,6,NA,NA,NA,NA,"exact age not recorded, just listed as fawn; put in 6 months which is the average age of a fawn during hunting seaon"
2020,2020-12-06,NA,214,F,46,6,NA,NA,NA,NA,"exact age not recorded, just listed as fawn; put in 6 months which is the average age of a fawn during hunting seaon"
2020,2020-12-07,NA,255,F,86,66,NA,NA,NA,16,
2020,2020-12-09,NA,254,F,82,90,NA,NA,NA,17,
2020,2020-12-11,NA,214,F,92,30,NA,NA,NA,13,
2021,2021-11-06,NA,409,F,106,66,NA,NA,NA,12,
2021,2021-11-19,NA,409,F,100,30,NA,NA,NA,16,
2021,2021-11-20,NA,320,M,150,42,34,8,NA,NA,
2021,2021-11-20,NA,414,F,106,42,NA,NA,NA,20,
2021,2021-11-20,NA,503,M,92,3,24,7,NA,NA,
2021,2021-11-20,NA,258,M,91,30,15,3,NA,NA,
2021,2021-11-20,NA,319,M,80,18,14,2,NA,NA,
2021,2021-11-20,NA,114,M,60,6,NA,NA,NA,NA,button buck
2021,2021-11-20,NA,377,M,58,6,NA,NA,NA,NA,button buck
2021,2021-11-21,NA,134,M,118,42,31,8,NA,NA,
2021,2021-11-21,NA,134,F,98,42,NA,NA,NA,16,
2021,2021-11-21,NA,377,M,88,19,17,4,NA,NA,
2021,2021-11-26,NA,391,M,109,19,17,2,NA,NA,
2021,2021-11-26,NA,297,M,90,19,13,2,NA,NA,
2021,2021-12-05,NA,256,M,112,18,14,2,NA,NA,
2021,2021-12-10,NA,311,F,90,30,NA,NA,NA,12,
2022,2022-11-19,NA,196,M,108,30,20,5,NA,NA,Broken points
2022,2022-11-19,NA,258,M,108,30,22,7,NA,NA,
2022,2022-11-19,NA,257,M,88,19,18,8,NA,NA,
2022,2022-11-19,NA,291,M,122,42,28,8,NA,NA,
2022,2022-11-19,NA,133,F,86,42,NA,NA,NA,14,
2022,2022-11-19,NA,133,F,85,42,NA,NA,NA,14,
2022,2022-11-21,NA,133,M,95,17,16,6,NA,NA,
2022,2022-11-26,NA,104,F,91,30,NA,NA,NA,14,
2022,2022-11-26,NA,104,F,54,6,NA,NA,NA,7,"exact age not recorded, just listed as fawn; put in 6 months which is the average age of a fawn during hunting seaon"
2022,2022-11-29,NA,214,F,80,19,NA,NA,NA,9,
2022,2022-12-04,NA,194,M,82,19,12,2,NA,NA,
2022,2022-12-05,NA,311,M,70,19,16,3,NA,NA,
2022,2022-12-06,NA,311,F,49,6,NA,NA,NA,NA,"exact age not recorded, just listed as fawn; put in 6 months which is the average age of a fawn during hunting seaon"
2022,2022-12-08,NA,353,M,116,19,20,6,NA,NA,2 Broken Points
2022,2022-12-09,NA,411,F,113,42,NA,NA,NA,11,"146lbs live weight , mammary glands dry"
2022,2022-12-10,NA,409,M,120,42,NA,NA,NA,NA,antlers shed
2023,2023-11-18,1,254,F,98,42,NA,NA,NA,NA,
2023,2023-11-18,2,409,F,80,19,NA,NA,NA,NA,
2023,2023-11-18,3,258,M,94,19,NA,2,NA,NA,sublegal; antlers less than 3 inches long
2023,2023-11-18,4,104,M,114,30,25,7,NA,NA,
2023,2023-11-19,5,133,M,104,30,22,4,NA,NA,
2023,2023-11-19,6,321,M,84,18,19,4,NA,NA,
2023,2023-11-19,7,319,M,98,18,15,3,NA,NA,
2023,2023-11-19,8,319,F,110,66,NA,NA,NA,NA,
2023,2023-11-23,9,340,M,114,18,17,4,NA,NA,
2023,2023-11-25,10,426,M,76,18,15,4,NA,NA,
2023,2023-11-25,11,227,F,52,6,NA,NA,NA,NA,"exact age not recorded, just listed as fawn; put in 6 months which is the average age of a fawn during hunting seaon"
2023,2023-11-25,12,227,F,44,6,NA,NA,NA,NA,"exact age not recorded, just listed as fawn; put in 6 months which is the average age of a fawn during hunting seaon"
2023,2023-11-29,13,214,M,111,30,27,7,NA,NA,
2023,2023-12-10,14,297,M,120,54,32,8,NA,NA,
2023,2023-12-10,15,391,M,142,54,30,5,NA,NA,
2023,2023-12-13,16,193,F,94,30,NA,NA,NA,NA,
2024,2024-11-09,NA,104,M,106,30,21,7,NA,NA,
2024,2024-11-16,NA,404,M,110,30,18,4,NA,NA,
2024,2024-11-16,NA,297,M,150,54,30,7,NA,NA,
2024,2024-11-16,NA,189,M,102,30,18,4,NA,NA,
2024,2024-11-16,NA,191,M,120,66,31,8,NA,NA,
2024,2024-11-16,NA,292,M,148,66,28,7,NA,NA,
2024,2024-11-16,NA,133,M,96,18,18,5,NA,NA,
2024,2024-11-18,NA,147,M,108,30,25,8,NA,NA,
2024,2024-11-18,NA,209,M,128,30,22,6,NA,NA,
2024,2024-11-18,NA,104,M,140,66,40,8,NA,NA,
2024,2024-11-18,NA,302,M,142,54,34,8,NA,NA,
2024,2024-11-20,NA,194,M,110,30,26,8,NA,NA,
2024,2024-11-20,NA,466,M,92,19,19,3,NA,NA,
2024,2024-11-20,NA,353,M,106,18,21,8,NA,NA,
2024,2024-11-24,NA,316,F,64,6,NA,NA,NA,NA,
2024,2024-11-25,NA,316,M,118,30,19,5,NA,NA,
2024,2024-11-25,NA,319,M,130,42,25,6,NA,NA,
2024,2024-11-27,NA,410,M,82,17,15,2,NA,NA,
2024,2024-12-03,NA,310,M,94,19,18,5,NA,NA,
2024,2024-12-06,NA,104,F,66,6,NA,NA,NA,NA,
2024,2024-12-07,NA,104,F,94,42,NA,NA,NA,18,
2024,2024-12-07,NA,264,F,54,6,NA,NA,NA,NA,
2024,2024-12-07,NA,227,F,112,42,NA,NA,NA,19,
2024,2024-12-07,NA,227,F,54,6,NA,NA,NA,NA,
2024,2024-12-07,NA,470,M,136,42,33,6,NA,NA,
